input_sentence_1;input_sentence_2;input_sentence_3;input_sentence_4;sentence_quiz1;sentence_quiz2;answer_right_ending
ཇ་ཀཱ་ལ་རང་གི་པེན་སི་ལོམ་ཡོད་འདུག ;སྐར་མ་སོགས་ཀྱི་སྤྲིན་པ་སྔོན་པོ་ཡོད། ;ཉིན་ཞིག་ཁོང་རྙེད་མ་ཐུབ་པ་རེད། ;ཁོང་གིས་ས་ཆ་གང་སར་འཚོལ་བ་རེད། ;ཇ་ཀིས་ཁོང་ཚོས་ཚོས་གཞི་སྔོན་པོ་ལ་སྡང་བ་རེད། ;མཇུག་ཏུ་ཁོང་ནི་ཉལ་ཁྲི་འོག་ནས་རྙེད་པ་རེད། ;2
ངས་གློག་ཀླད་ཉོ་ཕྱིར་ཚོང་ཁང་དུ་སོང་བ་ཡིན། ;དེ་ནི་ཧ་ཅང་དེང་རབས་ཀྱི་རེད། ;ངས་དེ་ཁྱིམ་དུ་འཁྱེར་ནས་ངའི་གྲོགས་པོ་རྣམས་ལ་འབོད་པ་ཡིན། ;ཁོང་ཚོས་ཀྱང་དེ་མཐོང་འདོད་འདུག ;ངའི་ཁ་པར་ལ་ཁོང་ཚོ་ཡིད་འཕྲོག་བྱུང་། ;ངས་རང་གི་ཁ་པར་ལ་ངོ་ཚ་བ་བྱུང་། ;1
ཇོན་གྱིས་ཕྱི་དྲོ་དགོང་ཟས་བཟོ་བཞིན་ཡོད། ;ཁོང་ཚོས་ཤ་ཕག་ཤ་བཟོ་བཞིན་ཡོད། ;མ་རེད། ཁོང་གིས་སྣོད་ཞིག་ཕུད་ནས་རང་ཉིད་མེ་ལ་བསྲེག་པ་རེད། ;ཁོང་སྨན་ཁང་ནང་འགྲོ་དགོས་བྱུང་འདུག ;ཇོན་ལ་དགོང་མོ་ངོ་མཚར་པོ་ཞིག་བྱུང་། ;ཇོན་ལ་དགོང་མོ་སྐྱོ་པོ་ཞིག་བྱུང་། ;2
ཇེ་ནི་ལ་བདུན་ཕྲག་འདི་ནང་ཉིན་གུང་གི་ཟས་དེ་འཕྲོག་མཁན་གཉིས་རྙེད་བྱུང་། ;མོ་ལ་འདྲི་རྩད་བྱས་རྗེས་སུ་ཞིག་ཡིན་པར་ཤེས་རྟོགས་བྱུང་འདུག ;མོ་དེ་ལ་ངོ་རྒོལ་བྱས་པ་དང་ཁོང་ཚོས་ཁས་ལེན་མ་བྱས་སོ། ;ཇེ་ནི་གྱིས་སྲུང་སྐྱོབ་ལས་འགུལ་ལ་གློག་བརྙན་ལྟ་རུ་བཅུག་ཡོད། ;ཇེ་ནི་གྱིས་བལ་གོས་དེ་བླངས་པ་རེད། ;ཁོང་གིས་ཇེ་ནི་ཡི་དོགས་པ་ངོས་འཛིན་བྱས་འདུག ;2
ཨེ་མཱས་རི་མོ་འབྲི་རྒྱུར་དགའ་བ་རེད། ;ཁོང་རང་གི་གྲོགས་པོ་ཞིག་གི་འཁྲུངས་སྐར་ལ་མོ་ལ་རི་མོ་ཞིག་སྤྲད། ;མི་གཞན་ཞིག་གིས་མོ་རང་གི་གྲོགས་པོའི་ཁྱིམ་དུ་རི་མོ་དེ་མཐོང་འདུག ;མོ་ཨེ་མཱར་འབོད་ཅིང་མོ་ལ་མོ་རང་གི་ཟ་ཁང་ལ་རི་མོ་དག་འབྲི་དགོས་པའི་ཞུ་བ་ཕུལ་སོང་། ;ཨེ་མམ་ཡིས་སླར་ཡང་ཟ་ཁང་ནང་དུ་རི་མོ་མ་འབྲི་བར། ;ཨེ་མཱ་ལ་རང་གི་རྩོམ་རིག ཆེད་མི་མང་གསར་པ་ཞིག་ཡོད་པ་ལ་དགའ་པོ་བྱུང་། ;2
ཊོམ་ནི་ཤིང་རྟ་རྙིང་པ་ལྟ་བར་དགའ། ;ཁོང་རང་གི་སྐྱེས་ཉིན་ལ་ཁོང་གི་ཁྱིམ་ཚང་གིས་ཁོང་ལ་ལོ་ཙཱ་བའི་ཤིང་རྟ་ཁང་གི་སྒོར་ཤོག་ཉོས་པ་ཡིན། ;ཊོམ་གྱིས་འདི་ནི་ངོ་མཚར་བའི་ཕྱག་རྟགས་རེད་བསམ་བྱུང་། ;ཁོང་དང་ཁོང་གི་ནང་མི་གཉིས་དགོན་ཁང་དུ་ཕེབས་པ་རེད། ;ཐོམ་གྱིས་དཔེ་མཛོད་ཁང་དུ་དུས་ཡུན་འགོར་བར་དགའ་པོ་བྱུང་། ;ཐོམ་གྱིས་ཕ་མ་གཉིས་ལ་ཁོང་ཁོང་ཚོར་སྡང་བ་བཤད་བྱུང་། ;1
ཇོ་ནི་ནི་རང་གི་ཁང་པའི་ཐོག་ནས་མར་འགྲོ་བཞིན་ཡོད། ;ད་ཆ་ཇོན་ནི་རྐང་པ་རྨས་འདུག ;ཨ་མས་ཁོ་ལ་སེམས་གསོ་བྱེད་ཀྱི་ཡོད། ;མཇུག་ཏུ་ཇོན་ནི་བདེ་བ་ཐོབ། ;ཇོ་ནི་ཆུ་ཚོད་གཅིག་གི་རིང་ལ་ངུའོ། ;ད་ནས་བཟུང་ཇོན་ནི་ཐེམ་སྐས་ལ་དོགས་ཟོན་བྱེད་རྒྱུ་གལ་ཆེ་བ་རེད། ;2
ไมཀེར་ལས་ཀ་མང་པོ་ཡོད། ;ཁོང་ཚོས་ཁ་སང་ཟས་མགྱོགས་པོ་ཟ་གི་འདུག ;ཊ་མིས་ཁ་སང་ཟས་ཟས་ཟས་ལེགས་པོ་ཟ་འདོད་འདུག ;ཁོང་ཉིད་མཚན་གཅིག་ལ་བལ་གྱི་ཟས་ཀྱི་སྦྱོར་བ་ཞིག་བརྩམས་པ་རེད། ;མའི་ཀིས་ཁ་སྐྱུར་ཤ་ཟས་སོ། ;མའི་ཀེག་རང་གི་བྱས་རྗེས་ངོ་ཚ་བྱུང་། ;1
ངའི་དགེ་རྒན་གྱིས་ང་ཚོར་ཤིང་གི་བྱ་ཁང་ཞིག་བཟོ་སྟངས་བསྟན་བྱུང་། ;མི་ཚང་མས་ཉམས་མྱོང་འདི་འགོ་འཛུགས་པ་རེད། ;ངས་ལྕགས་ཀྱུ་རྒྱབ་ནས་ས་མཚམས་ལ་མཐུད་ཐབས་བྱས་པ་ཡིན། ;ངས་ཐོ་བས་རང་གི་མཛུབ་མོ་བརྡུང་བྱུང་། ;ངས་ཤིང་གི་བྱ་ཁྱིམ་བཟོ་བཞིན་ཡོད་པ་ལ་ཧ་ཅང་དགའ་པོ་བྱུང་། ;ངས་སྨན་ཁང་དུ་སོང་ནས་ངའི་མཛུབ་མོ་བཅག་པ་དེ་གསོ་བཞིན་ཡོད། ;2
ཇོ་ཤིས་ཨ་ནེ་མི་བརྙན་ལ་ལྟ་བར་དགའ། ;ཁོང་ཚོས་གངས་ཅན་གློག་བརྙན་ཁག་གཅིག་ལ་སྐྱོན་བརྗོད་བྱས་སྐབས། འབངས་ཚོས་ཁོང་ཁྲོ་ལངས་ཏེ་ ;ཁོང་ཚོས་སྐྱོན་བརྗོད་ལ་ཅིའི་ཕྱིར་ཁས་ལེན་མ་ཐུབ་པ་ཡོ་ཤིས་མ་རྟོགས་པ་རེད། ;ཇོ་ཤིས་རང་གི་བསམ་ཚུལ་རྣམས་རང་ཉིད་ལ་བཞག་པ་ཡིན། ;དེ་ནས་ཡོ་ཤི་རང་ཉིད་ཨ་ནེ་མི་བལྟ་བར་ཐག་བཅད། ;ཇོ་ཤིས་གཞན་ཚོ་དང་མཉམ་དུ་ཨ་ནེ་མི་ལྟ་བར་དགའ་བ་ཡོད། ;1
ཇོན་གྱིས་ཟ་ཁང་དུ་ཟ་བ་དགའ། ;ཁོང་ཚོས་གང་འདོད་ཟ་ཐུབ་ཀྱི་ཡོད་པས་ཁོང་ཚོས་དེ་ཚོ་བདེན་ཤོས་རེད། ;ཁོང་རང་གི་ཁང་པའི་ཉེ་འགྲམ་དུ་གསོལ་ལྕོག་ཆེན་པོ་ཞིག་ཡོད་ཅིང་། ཁོང་ཡང་དེར་འགྲོ་གི་རེད། ;ཁོང་ཚོས་དེ་ནས་ཕྱི་དྲོ་ལས་ཀ་གང་ཡང་བྱེད་རྒྱུ་མེད་པ་དེ་ཤེས་པ་རེད། ;ཇོན་གྱིས་དེ་འགྲོ་བ་ལ་དགའ་བསུ་བྱུང་། ;ཇོན་ལ་གནས་ཚུལ་དེ་ཐོས་ནས་སེམས་སྐྱོ་ཆེན་པོ་བྱུང་ངོ་། ;2
Jimbo ལོ་བརྒྱའི་རིང་ལས་ཀ་གཅིག་རང་བྱེད་ཡོད། ;ཁོང་རྒྱུན་དུ་རང་ཚོད་གཅིག་ལ་སྤུ་འཐུང་གི་རེད། ;བདུན་ཕྲག་འདི་ལ་ཁོང་ཚོར་འགོ་འཛིན་གསར་པ་ཞིག་ཡོད། ;སྦྱིན་བདག་གསར་པས་སྨྱུག་སྤོས་གཏོང་ཆོག་གི་མེད། ;ཇིམ་བོ་ནི་ཁོའི་ལས་བྱེད་པས་མི་སུ་ཞིག་ཀྱང་དུག་སྤུ་འཐུང་ཆོག་མིན་པར་དགའ་པོ་འདུག ;ཇིམ་བོ་ནི་ཁང་མིག་ཞིག་གི་རྒྱབ་ཏུ་སྦ་གསང་བྱས་ནས་སྤོས་འཐུང་བཞིན་འདུག ;2
ལེསི་ཊར་ནི་ཀཱ་སི་ཏིན་ལ་སེམས་ཤོར་སོང་བ་རེད། ;ཁོང་ནི་པར་རིས་བཟོ་མཁན་ཞིག་དང་མོ་ནི་རི་མོ་བཟོ་མཁན་ཞིག་རེད། ;ལེསི་ཊར་ནི་དུས་དབང་སྐབས་ཚང་མ་ཀཱ་སི་ཊི་ནཱ་དང་མཉམ་དུ་བསྡད་ཀྱི་ཡོད། ;མཇུག་ཏུ་མོ་ཁོ་ལ་གཅེས་པ་དང་ཁོང་དང་མཉམ་དུ་ཕྲུ་གུ་འདོད་འདུག་ཅེས་ལབ་པ་རེད། ;ལེསི་ཊར་གྱིས་མོ་ལ་ཆང་ས་བརྒྱབ་པར་ཞུས་པས། ;ལེསི་ཊར་གྱིས་མོ་དང་སྐད་ཆ་བཤད་རྒྱུ་ནམ་ཡང་མཚམས་འཇོག་བྱས་མེད། ;1
ངས་ངལ་གསོ་བའི་ཉིན་མོའི་གབ་ཚིག་གཅིག་སྒྲིལ་དགོས་པར་ཐག་བཅད་པ་ཡིན། ;ངས་ངའི་གློག་ཀླད་ལ་གློག་མི་ལེན་པའི་ཕྱིར་གློག་ཀླད་བཀག་པ་ཡིན། ;ངས་རྒྱང་མཐོང་ཁ་ཕྱེས་ཏེ་ངའི་བསམ་བློ་མི་འགུལ་བར་བྱེད་པ་ཡིན། ;ངས་དུས་སྟོན་གྱི་ཤོག་ངོས་སུ་གསར་ཤོག་ཁ་ཕྱེས་པ་ཡིན། ;ངས་རྩོམ་ཡིག་ངོ་མཚར་ཅན་ཞིག་ཀློག་བྱུང་། ;ངས་ཆུ་ཚོད་གཅིག་གི་ནང་ལ་གབ་ཚིག་ཚང་མ་ཟིན་པ་ཡིན། ;2
ངས་ངའི་མགོ་ལ་མགོ་ཕུད་གསར་པ་ཞིག་ལེན་འདོད་འདུག ;ངས་བརྙན་པར་ལྟ་བའི་རྗེས་སུ་གཅིག་འདེམས་པ་ཡིན། ;སྐྲ་འདི་ནི་ངོ་མཚར་ཆེ་བ་ཞིག་རེད། ;ངས་མྱུར་དུ་མགོ་རིལ་ཉོ་ཕྱིར་ཚོང་ཁང་དུ་སོང་བ་ཡིན། ;ཧ་ཅང་སྡུག་པོ་བྱུང་། ;གོས་དེ་ཡག་པོ་འདུག ;1
ཧུ་ལི་ཡས་བག་ལེབ་ཞིག་བཟོས་འདུག ;ཤ་དེ་གྲང་ཚར་རྗེས་མོ་ཡིས་ཁུ་བ་སྦྱར་བར་གྲ་སྒྲིག་བྱས་འདུག ;མོ་ཡིས་དེ་གུ་རུ་དམར་པོ་ཡོད་པའི་སྣུམ་བྱུགས་པ་བཀབ་པ་རེད། ;དེ་ནས་མོས་མེ་ཏོག་ཆུང་ཆུང་ཞིག་བཟོས་ཏེ་ཁ་བ་བཏུམ་ནས་སྤྲད། ;མོ་ཡིས་ལས་ཀ་གང་ཡང་མ་བྱས་པ་ལས་ཏེ་བག་ལེབ་དེ་སྡུག་པ་འདུག ;ཟ་ཚར་རྗེས་མོའི་ཕོར་པ་ཁ་དོག་པོ་འདུག ;2
ཝིཊ་ལ་ཁྱི་ཞིག་ཡོད། ;རྒྱུན་ཆད་མེད་པར་གཉིད་ཁུག་གི་འདུག ;ཁྱི་སྤྱང་པོ་ལྟར་གཉིད་མི་ཉལ་བ་རེད། ;མི་ལྟར་སྦར་བ་འདི། ;དཀར་པོ་ལ་མི་འདུག ;ཝིཊ་ལ་གཉིད་མི་ཡག་པོ་འདུག ;2
ཨེམ་མི་ནི་རྩེད་འགྲན་ལས་ཁྱིམ་དུ་ལོག་ནས་ཉལ་ཁྲི་ལ་བསྡད་དོ། ;ཨ་མ་ནང་དུ་འཛུལ་ནས་ཁ་སྐོམ་ནས་ ;མོ་གིས་ཨེ་མི་ལ་ཆུ་སྦང་དགོས་འདུག་ཅེས་བཤད་པས་མོ་ལ་ཚ་བ་འཐོར་འདུག ;ཁོང་གཉིས་རྩོད་གླེང་བྱས་པ་དེ་ཨེ་མི་གྱིས་བསམ་ཚུལ་ལྟར་ན། ཧ་ཅང་གལ་ཆེན་པོ་ཞིག་མ་རེད་བསམ་པ་རེད། ;ཨེམ་མི་ནི་གླིང་བུའི་རྩེད་འགྲན་ལ་སོང་འདུག ;ཨེམ་མི་གྱིས་ཁ་ཆེམས་བཏང་ནས་ཆུ་སྦང་བྱས་པ་ཡིན། ;2
དེ་རིང་ནི་ཞི་བདེའི་ཉིན་མོ་ Pinwheels for Peace Day ཡིན་པ་ཡིན། ;ངའི་དགེ་རྒན་གྱིས་སློབ་ཚན་གྱི་སློབ་གྲྭའི་མདུན་ཕྱོགས་སུ་འཁྲིད་སོང་། ;མི་ཚང་མས་དཀྱིལ་འཁོར་འཁོར་ལོ་ལ་དཀྱིལ་འཁོར་འཁོར་ལོ་ལ་དཀྱིལ་འཁོར་ལོ་ཞེས་པ་འཇོག་གི་རེད། ;རྒྱང་རིང་ནས་འཁོར་ལོ་རྣམས་བལྟས་པ་ན། དེ་རྣམས་འཁོར་བཞིན་འདུག ;སློབ་དཔོན་གྱིས་ང་ཚོ་ལ་འཁོར་ལོ་རྣམས་ཕྱིར་བཏོན་དགོས་པའི་བཀའ་བསྩལ་བྱུང་། ;ང་ཚོའི་དགེ་རྒན་གྱིས་འཁོར་ལོའི་པར་ཞིག་བླངས་པ་རེད། ;2
